City,Coordinates,Administrative Division,Country,Country Code,Reason,Year,Places,,,,,,,,,,,,,,,,,,
Istanbul / 伊斯坦布尔,"41.013611, 28.955",Istanbul / 伊斯坦布尔省,Türkiye / 土耳其,TUR,airport,2015,ISL - Atatürk Airport / 阿塔图尔克机场,,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2015,Kowloon Walled City Park / 九龙寨城公园,,,,,,,,,,,,,,,,,,
Shenzhen / 深圳,"22.546667, 114.054444",Guangdong / 广东省,China / 中国,CHN,matchday,2015,Bao'an Stadium / 宝安体育场,,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2015,Hong Kong Central Library / 香港中央图书馆,,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,matchday,2015,Mong Kok Stadium / 旺角大球场,,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2015,Tung Choi Street / 通菜街,,,,,,,,,,,,,,,,,,
Bangkok / 曼谷,"13.7525, 100.494167",Bangkok / 曼谷特别直辖市,Thailand / 泰国,THA,airport,2015,DMK - Don Mueang International Airport / 廊曼国际机场,,,,,,,,,,,,,,,,,,
Bangkok / 曼谷,"13.7525, 100.494167",Bangkok / 曼谷特别直辖市,Thailand / 泰国,THA,tourism,2015,Grand Palace / 大皇宫,,,,,,,,,,,,,,,,,,
Bangkok / 曼谷,"13.7525, 100.494167",Bangkok / 曼谷特别直辖市,Thailand / 泰国,THA,tourism,2015,Jim Thompson House / 汤普生博物馆,,,,,,,,,,,,,,,,,,
Bangkok / 曼谷,"13.7525, 100.494167",Bangkok / 曼谷特别直辖市,Thailand / 泰国,THA,tourism,2015,Chulalongkorn University / 朱拉隆功大学,,,,,,,,,,,,,,,,,,
Bangkok / 曼谷,"13.7525, 100.494167",Bangkok / 曼谷特别直辖市,Thailand / 泰国,THA,tourism,2015,Khao San Road / 考山路,,,,,,,,,,,,,,,,,,
Bangkok / 曼谷,"13.7525, 100.494167",Bangkok / 曼谷特别直辖市,Thailand / 泰国,THA,tourism,2015,Ananta Samakhom Throne Hall / 阿南达沙玛空皇家御会馆,,,,,,,,,,,,,,,,,,
Phra Nakhon Si Ayutthaya / 大城,"14.347778, 100.560556",Phra Nakhon Si Ayutthaya / 大城府,Thailand / 泰国,THA,tourism,2015,Wat Yai Chai Mongkhon / 差蒙空寺,,,,,,,,,,,,,,,,,,
Phra Nakhon Si Ayutthaya / 大城,"14.347778, 100.560556",Phra Nakhon Si Ayutthaya / 大城府,Thailand / 泰国,THA,tourism,2015,Wat Lokayasutharam / 罗卡雅苏塔寺,,,,,,,,,,,,,,,,,,
Phra Nakhon Si Ayutthaya / 大城,"14.347778, 100.560556",Phra Nakhon Si Ayutthaya / 大城府,Thailand / 泰国,THA,tourism,2015,Wat Mahathat / 玛哈泰寺,,,,,,,,,,,,,,,,,,
Krabi / 甲米,"8.059167, 98.918889",Krabi / 甲米府,Thailand / 泰国,THA,tourism,2015,Tiger Cave Temple / 虎窟寺,,,,,,,,,,,,,,,,,,
Krabi / 甲米,"8.059167, 98.918889",Krabi / 甲米府,Thailand / 泰国,THA,tourism,2015,Railay Beach / 莱莉海滩,,,,,,,,,,,,,,,,,,
Krabi / 甲米,"8.059167, 98.918889",Krabi / 甲米府,Thailand / 泰国,THA,tourism,2015,Phi Phi Islands / 披披群岛,,,,,,,,,,,,,,,,,,
Krabi / 甲米,"8.059167, 98.918889",Krabi / 甲米府,Thailand / 泰国,THA,airport,2015,KBV - Krabi International Airport / 甲米国际机场,,,,,,,,,,,,,,,,,,
Chiang Mai / 清迈,"18.795278, 98.998611",Chiang Mai / 清迈府,Thailand / 泰国,THA,airport,2015,CNX - Chiang Mai International Airport / 清迈国际机场,,,,,,,,,,,,,,,,,,
Chiang Mai / 清迈,"18.795278, 98.998611",Chiang Mai / 清迈府,Thailand / 泰国,THA,tourism,2015,Bhubing Palace / 蒲屏皇宫,,,,,,,,,,,,,,,,,,
Chiang Mai / 清迈,"18.795278, 98.998611",Chiang Mai / 清迈府,Thailand / 泰国,THA,tourism,2015,Wat Phra That Doi Suthep / 双龙寺,,,,,,,,,,,,,,,,,,
Chiang Mai / 清迈,"18.795278, 98.998611",Chiang Mai / 清迈府,Thailand / 泰国,THA,tourism,2015,Wat Phan Tao / 盼道寺,,,,,,,,,,,,,,,,,,
Chiang Mai / 清迈,"18.795278, 98.998611",Chiang Mai / 清迈府,Thailand / 泰国,THA,tourism,2015,Wat Chedi Luang / 契迪龙寺,,,,,,,,,,,,,,,,,,
Chiang Rai / 清莱,"19.909444, 99.8275",Chiang Rai / 清莱府,Thailand / 泰国,THA,tourism,2015,Wat Rong Khun / 白龙寺,,,,,,,,,,,,,,,,,,
Chiang Rai / 清莱,"19.909444, 99.8275",Chiang Rai / 清莱府,Thailand / 泰国,THA,tourism,2015,Baan Dam Museum / 黑屋博物馆,,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2014,Clock Tower / 前九广铁路钟楼,,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2015,Clock Tower / 前九广铁路钟楼,,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2016,Clock Tower / 前九广铁路钟楼,,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2015,Stanley / 赤柱,,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2014,Sai Kung East Country Park / 西贡东郊野公园,,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2014,Chinese University of Hong Kong / 香港中文大学,,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2016,Chinese University of Hong Kong / 香港中文大学,,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2018,Chinese University of Hong Kong / 香港中文大学,,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2015,University of Hong Kong / 香港大学,,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2016,University of Hong Kong / 香港大学,,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2015,City University of Hong Kong / 香港城市大学,,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2016,City University of Hong Kong / 香港城市大学,,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2015,Hong Kong University of Science and Technology / 香港科技大学,,,,,,,,,,,,,,,,,,
Zhengzhou / 郑州,"34.764, 113.684",Henan / 河南省,China / 中国,CHN,tourism,2015,Zhengzhou University / 郑州大学,,,,,,,,,,,,,,,,,,
Kaifeng / 开封,"34.795, 114.345",Henan / 河南省,China / 中国,CHN,tourism,2011,Henan University / 河南大学,,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2016,Chi Lin Nunnery / 志莲净苑,,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,matchday,2016,Tseung Kwan O Sports Ground / 将军澳运动场,,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,matchday,2016,Hammer Hill Road Sports Ground / 斧山道运动场,,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,matchday,2016,Mong Kok Stadium / 旺角大球场,,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2014,Lan Kwai Fong / 兰桂坊,,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2016,Lan Kwai Fong / 兰桂坊,,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2016,Victoria Harbour / 维多利亚港,,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2016,Victoria Peak / 太平山,,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2016,Lamma Island / 南丫岛,,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2016,Wong Tai Sin Temple / 黄大仙祠,,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,tourism,2016,Tsing Yi / 青衣,,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,matchday,2016,Tsing Yi Sports Ground / 青衣运动场,,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.12",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,airport,2016,HKG - Hong Kong International Airport / 香港国际机场,,,,,,,,,,,,,,,,,,
Shenzhen / 深圳,"22.546667, 114.054444",Guangdong / 广东省,China / 中国,CHN,personal,2016,,,,,,,,,,,,,,,,,,,
Xiamen / 厦门,"24.4796, 118.0889",Fujian / 福建省,China / 中国,CHN,airport,2016,XMN - Xiamen Gaoqi International Airport / 厦门高崎国际机场,,,,,,,,,,,,,,,,,,
Xiamen / 厦门,"24.4796, 118.0889",Fujian / 福建省,China / 中国,CHN,tourism,2016,Gulangyu / 鼓浪屿,,,,,,,,,,,,,,,,,,
Xiamen / 厦门,"24.4796, 118.0889",Fujian / 福建省,China / 中国,CHN,tourism,2016,Railway Culture Park / 铁路文化公园,,,,,,,,,,,,,,,,,,
Xiamen / 厦门,"24.4796, 118.0889",Fujian / 福建省,China / 中国,CHN,tourism,2016,Zhongshan Road / 中山路,,,,,,,,,,,,,,,,,,
Xiamen / 厦门,"24.4796, 118.0889",Fujian / 福建省,China / 中国,CHN,tourism,2016,Zengcuoan / 曾厝垵,,,,,,,,,,,,,,,,,,
Xiamen / 厦门,"24.4796, 118.0889",Fujian / 福建省,China / 中国,CHN,tourism,2016,Xiamen University / 厦门大学,,,,,,,,,,,,,,,,,,
Huangshan / 黄山,"29.7149, 118.3376",Anhui / 安徽省,China / 中国,CHN,tourism,2016,Tunxi Old Street / 屯溪老街,,,,,,,,,,,,,,,,,,
Huangshan / 黄山,"29.7149, 118.3376",Anhui / 安徽省,China / 中国,CHN,airport,2016,TXN - Huangshan Tunxi International Airport / 黄山屯溪国际机场,,,,,,,,,,,,,,,,,,
Yi County / 黟县,"29.9248, 117.9384",Anhui / 安徽省,China / 中国,CHN,tourism,2016,Xidi / 西递,,,,,,,,,,,,,,,,,,
Yi County / 黟县,"29.9248, 117.9384",Anhui / 安徽省,China / 中国,CHN,tourism,2016,Hongcun / 宏村,,,,,,,,,,,,,,,,,,
She County / 歙县,"29.8613, 118.4154",Anhui / 安徽省,China / 中国,CHN,tourism,2016,Huizhou Ancient Town / 徽州古城,,,,,,,,,,,,,,,,,,
She County / 歙县,"29.8613, 118.4154",Anhui / 安徽省,China / 中国,CHN,tourism,2016,Tangyue Memorial Archway Cluster / 棠樾牌坊群,,,,,,,,,,,,,,,,,,
Shanghai / 上海,"31.2325, 121.469167",Shanghai / 上海市,China / 中国,CHN,airport,2016,SHA - Shanghai Hongqiao International Airport / 上海虹桥国际机场,,,,,,,,,,,,,,,,,,
Shanghai / 上海,"31.2325, 121.469167",Shanghai / 上海市,China / 中国,CHN,tourism,2016,Shanghai Jiao Tong University / 上海交通大学,,,,,,,,,,,,,,,,,,
Shanghai / 上海,"31.2325, 121.469167",Shanghai / 上海市,China / 中国,CHN,tourism,2016,Lu Xun Park / 鲁迅公园,,,,,,,,,,,,,,,,,,
Shanghai / 上海,"31.2325, 121.469167",Shanghai / 上海市,China / 中国,CHN,tourism,2016,Jing'an Temple / 静安寺,,,,,,,,,,,,,,,,,,
Shanghai / 上海,"31.2325, 121.469167",Shanghai / 上海市,China / 中国,CHN,tourism,2016,Fudan University / 复旦大学,,,,,,,,,,,,,,,,,,
Shanghai / 上海,"31.2325, 121.469167",Shanghai / 上海市,China / 中国,CHN,tourism,2016,Tongji University / 同济大学,,,,,,,,,,,,,,,,,,
Shanghai / 上海,"31.2325, 121.469167",Shanghai / 上海市,China / 中国,CHN,tourism,2016,Nanjing Road / 南京路,,,,,,,,,,,,,,,,,,
Shanghai / 上海,"31.2325, 121.469167",Shanghai / 上海市,China / 中国,CHN,tourism,2006,The Bund / 外滩,,,,,,,,,,,,,,,,,,
Shanghai / 上海,"31.2325, 121.469167",Shanghai / 上海市,China / 中国,CHN,tourism,2016,The Bund / 外滩,,,,,,,,,,,,,,,,,,
Shanghai / 上海,"31.2325, 121.469167",Shanghai / 上海市,China / 中国,CHN,tourism,2016,City Temple of Shanghai / 上海城隍庙,,,,,,,,,,,,,,,,,,
Jiashan / 嘉善,"30.831, 120.926",Zhejiang / 浙江省,China / 中国,CHN,tourism,2016,Xitang / 西塘,,,,,,,,,,,,,,,,,,
Tianjin / 天津,"39.1336, 117.2054",Tianjin / 天津市,China / 中国,CHN,airport,2016,TSN - Tianjin Binhai International Airport / 天津滨海国际机场,,,,,,,,,,,,,,,,,,
Tianjin / 天津,"39.1336, 117.2054",Tianjin / 天津市,China / 中国,CHN,tourism,2016,Five Great Avenues / 五大道,,,,,,,,,,,,,,,,,,
Tianjin / 天津,"39.1336, 117.2054",Tianjin / 天津市,China / 中国,CHN,tourism,2016,Guwenhua Jie / 古文化街,,,,,,,,,,,,,,,,,,
Tianjin / 天津,"39.1336, 117.2054",Tianjin / 天津市,China / 中国,CHN,tourism,2016,Tianjin Italian Style Town / 天津意式风情区,,,,,,,,,,,,,,,,,,
Tianjin / 天津,"39.1336, 117.2054",Tianjin / 天津市,China / 中国,CHN,tourism,2016,Porcelain House / 瓷房子,,,,,,,,,,,,,,,,,,
Tianjin / 天津,"39.1336, 117.2054",Tianjin / 天津市,China / 中国,CHN,tourism,2016,Tianjin University / 天津大学,,,,,,,,,,,,,,,,,,
Tianjin / 天津,"39.1336, 117.2054",Tianjin / 天津市,China / 中国,CHN,tourism,2016,Nankai University / 南开大学,,,,,,,,,,,,,,,,,,
Beijing / 北京,"39.906667, 116.3975",Beijing / 北京市,China / 中国,CHN,tourism,2016,Tiananmen / 天安门,,,,,,,,,,,,,,,,,,
Beijing / 北京,"39.906667, 116.3975",Beijing / 北京市,China / 中国,CHN,tourism,2016,Tiananmen Square / 天安门广场,,,,,,,,,,,,,,,,,,
Beijing / 北京,"39.906667, 116.3975",Beijing / 北京市,China / 中国,CHN,tourism,2016,Forbidden City / 故宫,,,,,,,,,,,,,,,,,,
Beijing / 北京,"39.906667, 116.3975",Beijing / 北京市,China / 中国,CHN,tourism,2016,Jingshan Park / 景山公园,,,,,,,,,,,,,,,,,,
Beijing / 北京,"39.906667, 116.3975",Beijing / 北京市,China / 中国,CHN,tourism,2016,Beihai Park / 北海公园,,,,,,,,,,,,,,,,,,
Beijing / 北京,"39.906667, 116.3975",Beijing / 北京市,China / 中国,CHN,tourism,2016,Nanluoguxiang / 南锣鼓巷,,,,,,,,,,,,,,,,,,
Beijing / 北京,"39.906667, 116.3975",Beijing / 北京市,China / 中国,CHN,tourism,2016,Temple of Heaven / 天坛,,,,,,,,,,,,,,,,,,
Beijing / 北京,"39.906667, 116.3975",Beijing / 北京市,China / 中国,CHN,tourism,2016,National Museum of China / 中国国家博物馆,,,,,,,,,,,,,,,,,,
Beijing / 北京,"39.906667, 116.3975",Beijing / 北京市,China / 中国,CHN,tourism,2016,Peking University / 北京大学,,,,,,,,,,,,,,,,,,
Beijing / 北京,"39.906667, 116.3975",Beijing / 北京市,China / 中国,CHN,airport,2016,PEK - Beijing Capital International Airport / 北京首都国际机场,,,,,,,,,,,,,,,,,,
Xianyang / 咸阳,"34.3299, 108.7088",Shaanxi / 陕西省,China / 中国,CHN,airport,2016,XIY - Xi'an Xianyang International Airport / 西安咸阳国际机场,,,,,,,,,,,,,,,,,,
Xi'an / 西安,"34.261111, 108.942222",Shaanxi / 陕西省,China / 中国,CHN,tourism,2016,Fortifications of Xi'an / 西安城墙,,,,,,,,,,,,,,,,,,
Xi'an / 西安,"34.261111, 108.942222",Shaanxi / 陕西省,China / 中国,CHN,tourism,2016,Bell Tower of Xi'an / 西安钟楼,,,,,,,,,,,,,,,,,,
Xi'an / 西安,"34.261111, 108.942222",Shaanxi / 陕西省,China / 中国,CHN,tourism,2016,Great Mosque of Xi'an / 西安大清真寺,,,,,,,,,,,,,,,,,,
Xi'an / 西安,"34.261111, 108.942222",Shaanxi / 陕西省,China / 中国,CHN,tourism,2016,Huaqing Palace / 华清宫,,,,,,,,,,,,,,,,,,
Xi'an / 西安,"34.261111, 108.942222",Shaanxi / 陕西省,China / 中国,CHN,tourism,2016,Terracotta Army / 秦始皇兵马俑,,,,,,,,,,,,,,,,,,
Xi'an / 西安,"34.261111, 108.942222",Shaanxi / 陕西省,China / 中国,CHN,tourism,2016,Giant Wild Goose Pagoda / 大雁塔,,,,,,,,,,,,,,,,,,
Xi'an / 西安,"34.261111, 108.942222",Shaanxi / 陕西省,China / 中国,CHN,tourism,2016,Xi'an Jiaotong University / 西安交通大学,,,,,,,,,,,,,,,,,,
Chengdu / 成都,"30.66, 104.063333",Sichuan / 四川省,China / 中国,CHN,airport,2016,CTU - Chengdu Shuangliu International Airport / 成都双流国际机场,,,,,,,,,,,,,,,,,,
Guanghan / 广汉,"30.99, 104.25",Sichuan / 四川省,China / 中国,CHN,tourism,2016,Sanxingdui Museum / 三星堆博物馆,,,,,,,,,,,,,,,,,,
Shifang / 什邡,"31.127, 104.167",Sichuan / 四川省,China / 中国,CHN,personal,2016,,,,,,,,,,,,,,,,,,,
Shifang / 什邡,"31.127, 104.167",Sichuan / 四川省,China / 中国,CHN,tourism,2016,Red Valley / 红峡谷,,,,,,,,,,,,,,,,,,
Shifang / 什邡,"31.127, 104.167",Sichuan / 四川省,China / 中国,CHN,tourism,2016,Chuanxindian Earthquake Relic Site / 穿心店地震遗址,,,,,,,,,,,,,,,,,,
Chengdu / 成都,"30.66, 104.063333",Sichuan / 四川省,China / 中国,CHN,tourism,2016,Jinli / 锦里,,,,,,,,,,,,,,,,,,
Chengdu / 成都,"30.66, 104.063333",Sichuan / 四川省,China / 中国,CHN,tourism,2016,Wuhou Shrine / 武侯祠,,,,,,,,,,,,,,,,,,
Chengdu / 成都,"30.66, 104.063333",Sichuan / 四川省,China / 中国,CHN,tourism,2016,Chengdu Research Base of Giant Panda Breeding / 成都大熊猫繁育研究基地,,,,,,,,,,,,,,,,,,
Shenzhen / 深圳,"22.546667, 114.054444",Guangdong / 广东省,China / 中国,CHN,matchday,2016,Shenzhen Stadium / 深圳体育场,,,,,,,,,,,,,,,,,,
Fuzhou / 福州,"26.0743, 119.2965",Fujian / 福建省,China / 中国,CHN,personal,2016,,,,,,,,,,,,,,,,,,,
Fuzhou / 福州,"26.0743, 119.2965",Fujian / 福建省,China / 中国,CHN,tourism,2016,China Shipping Heritage Museum / 中国船政文化博物馆,,,,,,,,,,,,,,,,,,
Hong Kong / 香港,"22.3, 114.15",Central and Western / 中西区,Hong Kong SAR / 香港,HKG,matchday,2016,Siu Sai Wan Sports Ground / 小西湾运动场,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
